Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,,,,win team,lose team,Wloc
Wed Mar 22 2017,8:00 PM,Atlanta Hawks,100,Washington Wizards,104,Box Score,,18137,,,-4,,Washington Wizards,Atlanta Hawks,H
Thu Mar 23 2017,7:30 PM,Phoenix Suns,98,Brooklyn Nets,126,Box Score,,15141,,,-28,,Brooklyn Nets,Phoenix Suns,H
Thu Mar 23 2017,8:30 PM,Los Angeles Clippers,95,Dallas Mavericks,97,Box Score,,19703,,,-2,,Dallas Mavericks,Los Angeles Clippers,H
Thu Mar 23 2017,7:30 PM,Toronto Raptors,101,Miami Heat,84,Box Score,,19745,,,17,,Toronto Raptors,Miami Heat,V
Thu Mar 23 2017,10:00 PM,New York Knicks,95,Portland Trail Blazers,110,Box Score,,19020,,,-15,,Portland Trail Blazers,New York Knicks,H
Thu Mar 23 2017,8:30 PM,Memphis Grizzlies,90,San Antonio Spurs,97,Box Score,,18418,,,-7,,San Antonio Spurs,Memphis Grizzlies,H
Fri Mar 24 2017,7:30 PM,Phoenix Suns,120,Boston Celtics,130,Box Score,,18624,,,-10,,Boston Celtics,Phoenix Suns,H
Fri Mar 24 2017,8:00 PM,Philadelphia 76ers,117,Chicago Bulls,107,Box Score,,21558,,,10,,Philadelphia 76ers,Chicago Bulls,V
Fri Mar 24 2017,7:00 PM,Cleveland Cavaliers,112,Charlotte Hornets,105,Box Score,,19511,,,7,,Cleveland Cavaliers,Charlotte Hornets,V
Fri Mar 24 2017,10:30 PM,Sacramento Kings,100,Golden State Warriors,114,Box Score,,19596,,,-14,,Golden State Warriors,Sacramento Kings,H
Fri Mar 24 2017,8:00 PM,New Orleans Pelicans,107,Houston Rockets,117,Box Score,,18055,,,-10,,Houston Rockets,New Orleans Pelicans,H
Fri Mar 24 2017,7:00 PM,Denver Nuggets,125,Indiana Pacers,117,Box Score,,17923,,,8,,Denver Nuggets,Indiana Pacers,V
Fri Mar 24 2017,10:30 PM,Minnesota Timberwolves,119,Los Angeles Lakers,130,Box Score,OT,18997,,,-11,,Los Angeles Lakers,Minnesota Timberwolves,H
Fri Mar 24 2017,8:00 PM,Atlanta Hawks,97,Milwaukee Bucks,100,Box Score,,16786,,,-3,,Milwaukee Bucks,Atlanta Hawks,H
Fri Mar 24 2017,7:00 PM,Detroit Pistons,87,Orlando Magic,115,Box Score,,18076,,,-28,,Orlando Magic,Detroit Pistons,H
Fri Mar 24 2017,7:00 PM,Brooklyn Nets,108,Washington Wizards,129,Box Score,,19616,,,-21,,Washington Wizards,Brooklyn Nets,H
Sat Mar 25 2017,7:30 PM,Washington Wizards,127,Cleveland Cavaliers,115,Box Score,,20562,,,12,,Washington Wizards,Cleveland Cavaliers,V
Sat Mar 25 2017,8:30 PM,Toronto Raptors,94,Dallas Mavericks,86,Box Score,,19934,,,8,,Toronto Raptors,Dallas Mavericks,V
Sat Mar 25 2017,3:30 PM,Utah Jazz,95,Los Angeles Clippers,108,Box Score,,19060,,,-13,,Los Angeles Clippers,Utah Jazz,H
Sat Mar 25 2017,10:00 PM,Minnesota Timberwolves,100,Portland Trail Blazers,112,Box Score,,19580,,,-12,,Portland Trail Blazers,Minnesota Timberwolves,H
Sat Mar 25 2017,8:30 PM,New York Knicks,98,San Antonio Spurs,106,Box Score,,18418,,,-8,,San Antonio Spurs,New York Knicks,H
Sun Mar 26 2017,1:00 PM,Brooklyn Nets,107,Atlanta Hawks,92,Box Score,,15921,,,15,,Brooklyn Nets,Atlanta Hawks,V
Sun Mar 26 2017,6:00 PM,Miami Heat,108,Boston Celtics,112,Box Score,,18624,,,-4,,Boston Celtics,Miami Heat,H
Sun Mar 26 2017,1:00 PM,Phoenix Suns,106,Charlotte Hornets,120,Box Score,,17292,,,-14,,Charlotte Hornets,Phoenix Suns,H
Sun Mar 26 2017,8:00 PM,New Orleans Pelicans,115,Denver Nuggets,90,Box Score,,19850,,,25,,New Orleans Pelicans,Denver Nuggets,V
Sun Mar 26 2017,8:00 PM,Memphis Grizzlies,94,Golden State Warriors,106,Box Score,,19596,,,-12,,Golden State Warriors,Memphis Grizzlies,H
Sun Mar 26 2017,3:30 PM,Oklahoma City Thunder,125,Houston Rockets,137,Box Score,,18055,,,-12,,Houston Rockets,Oklahoma City Thunder,H
Sun Mar 26 2017,6:00 PM,Philadelphia 76ers,94,Indiana Pacers,107,Box Score,,16467,,,-13,,Indiana Pacers,Philadelphia 76ers,H
Sun Mar 26 2017,3:30 PM,Sacramento Kings,98,Los Angeles Clippers,97,Box Score,,19060,,,1,,Sacramento Kings,Los Angeles Clippers,V
Sun Mar 26 2017,9:30 PM,Portland Trail Blazers,97,Los Angeles Lakers,81,Box Score,,18698,,,16,,Portland Trail Blazers,Los Angeles Lakers,V
Sun Mar 26 2017,3:30 PM,Chicago Bulls,109,Milwaukee Bucks,94,Box Score,,17669,,,15,,Chicago Bulls,Milwaukee Bucks,V
Mon Mar 27 2017,8:30 PM,Oklahoma City Thunder,92,Dallas Mavericks,91,Box Score,,19970,,,1,,Oklahoma City Thunder,Dallas Mavericks,V
Mon Mar 27 2017,7:30 PM,Detroit Pistons,95,New York Knicks,109,Box Score,,19812,,,-14,,New York Knicks,Detroit Pistons,H
Mon Mar 27 2017,10:30 PM,Memphis Grizzlies,90,Sacramento Kings,91,Box Score,,17608,,,-1,,Sacramento Kings,Memphis Grizzlies,H
Mon Mar 27 2017,8:00 PM,Cleveland Cavaliers,74,San Antonio Spurs,103,Box Score,,18418,,,-29,,San Antonio Spurs,Cleveland Cavaliers,H
Mon Mar 27 2017,7:30 PM,Orlando Magic,112,Toronto Raptors,131,Box Score,,19800,,,-19,,Toronto Raptors,Orlando Magic,H
Mon Mar 27 2017,10:30 PM,New Orleans Pelicans,100,Utah Jazz,108,Box Score,,18924,,,-8,,Utah Jazz,New Orleans Pelicans,H
Tue Mar 28 2017,7:30 PM,Phoenix Suns,91,Atlanta Hawks,95,Box Score,,13412,,,-4,,Atlanta Hawks,Phoenix Suns,H
Tue Mar 28 2017,7:30 PM,Philadelphia 76ers,106,Brooklyn Nets,101,Box Score,,15471,,,5,,Philadelphia 76ers,Brooklyn Nets,V
Tue Mar 28 2017,7:00 PM,Milwaukee Bucks,118,Charlotte Hornets,108,Box Score,,16505,,,10,,Milwaukee Bucks,Charlotte Hornets,V
Tue Mar 28 2017,7:30 PM,Miami Heat,97,Detroit Pistons,96,Box Score,,17160,,,1,,Miami Heat,Detroit Pistons,V
Tue Mar 28 2017,8:00 PM,Golden State Warriors,113,Houston Rockets,106,Box Score,,18055,,,7,,Golden State Warriors,Houston Rockets,V
Tue Mar 28 2017,7:00 PM,Minnesota Timberwolves,115,Indiana Pacers,114,Box Score,,17534,,,1,,Minnesota Timberwolves,Indiana Pacers,V
Tue Mar 28 2017,10:30 PM,Washington Wizards,119,Los Angeles Lakers,108,Box Score,,18997,,,11,,Washington Wizards,Los Angeles Lakers,V
Tue Mar 28 2017,10:00 PM,Denver Nuggets,113,Portland Trail Blazers,122,Box Score,,20003,,,-9,,Portland Trail Blazers,Denver Nuggets,H
Wed Mar 29 2017,7:30 PM,Milwaukee Bucks,103,Boston Celtics,100,Box Score,,18624,,,3,,Milwaukee Bucks,Boston Celtics,V
Wed Mar 29 2017,10:30 PM,Washington Wizards,124,Los Angeles Clippers,133,Box Score,,19060,,,-9,,Los Angeles Clippers,Washington Wizards,H
Wed Mar 29 2017,8:00 PM,Indiana Pacers,97,Memphis Grizzlies,110,Box Score,,16367,,,-13,,Memphis Grizzlies,Indiana Pacers,H
Wed Mar 29 2017,8:00 PM,Dallas Mavericks,118,New Orleans Pelicans,121,Box Score,,16000,,,-3,,New Orleans Pelicans,Dallas Mavericks,H
Wed Mar 29 2017,7:30 PM,Miami Heat,105,New York Knicks,88,Box Score,,19812,,,17,,Miami Heat,New York Knicks,V
Wed Mar 29 2017,7:00 PM,Oklahoma City Thunder,114,Orlando Magic,106,Box Score,OT,18408,,,8,,Oklahoma City Thunder,Orlando Magic,V
Wed Mar 29 2017,7:00 PM,Atlanta Hawks,99,Philadelphia 76ers,92,Box Score,,15212,,,7,,Atlanta Hawks,Philadelphia 76ers,V
Wed Mar 29 2017,10:30 PM,Utah Jazz,112,Sacramento Kings,82,Box Score,,17608,,,30,,Utah Jazz,Sacramento Kings,V
Wed Mar 29 2017,9:30 PM,Golden State Warriors,110,San Antonio Spurs,98,Box Score,,18418,,,12,,Golden State Warriors,San Antonio Spurs,V
Wed Mar 29 2017,7:30 PM,Charlotte Hornets,110,Toronto Raptors,106,Box Score,,19800,,,4,,Charlotte Hornets,Toronto Raptors,V
Thu Mar 30 2017,8:00 PM,Cleveland Cavaliers,93,Chicago Bulls,99,Box Score,,22282,,,-6,,Chicago Bulls,Cleveland Cavaliers,H
Thu Mar 30 2017,7:30 PM,Brooklyn Nets,89,Detroit Pistons,90,Box Score,,15804,,,-1,,Detroit Pistons,Brooklyn Nets,H
Thu Mar 30 2017,8:00 PM,Los Angeles Lakers,104,Minnesota Timberwolves,119,Box Score,,18179,,,-15,,Minnesota Timberwolves,Los Angeles Lakers,H
Thu Mar 30 2017,10:00 PM,Los Angeles Clippers,124,Phoenix Suns,118,Box Score,,16736,,,6,,Los Angeles Clippers,Phoenix Suns,V
Thu Mar 30 2017,10:30 PM,Houston Rockets,107,Portland Trail Blazers,117,Box Score,,20049,,,-10,,Portland Trail Blazers,Houston Rockets,H
Fri Mar 31 2017,7:30 PM,Orlando Magic,116,Boston Celtics,117,Box Score,,18624,,,-1,,Boston Celtics,Orlando Magic,H
Fri Mar 31 2017,7:00 PM,Denver Nuggets,114,Charlotte Hornets,122,Box Score,,18353,,,-8,,Charlotte Hornets,Denver Nuggets,H
Fri Mar 31 2017,7:30 PM,Philadelphia 76ers,105,Cleveland Cavaliers,122,Box Score,,20562,,,-17,,Cleveland Cavaliers,Philadelphia 76ers,H
Fri Mar 31 2017,10:30 PM,Houston Rockets,98,Golden State Warriors,107,Box Score,,19596,,,-9,,Golden State Warriors,Houston Rockets,H
Fri Mar 31 2017,8:00 PM,Dallas Mavericks,90,Memphis Grizzlies,99,Box Score,,17317,,,-9,,Memphis Grizzlies,Dallas Mavericks,H
Fri Mar 31 2017,8:00 PM,New York Knicks,98,Miami Heat,94,Box Score,,19600,,,4,,New York Knicks,Miami Heat,V
Fri Mar 31 2017,8:00 PM,Detroit Pistons,105,Milwaukee Bucks,108,Box Score,OT,18717,,,-3,,Milwaukee Bucks,Detroit Pistons,H
Fri Mar 31 2017,8:00 PM,Sacramento Kings,89,New Orleans Pelicans,117,Box Score,,17304,,,-28,,New Orleans Pelicans,Sacramento Kings,H
Fri Mar 31 2017,8:00 PM,San Antonio Spurs,100,Oklahoma City Thunder,95,Box Score,,18203,,,5,,San Antonio Spurs,Oklahoma City Thunder,V
Fri Mar 31 2017,7:00 PM,Indiana Pacers,100,Toronto Raptors,111,Box Score,,19800,,,-11,,Toronto Raptors,Indiana Pacers,H
Fri Mar 31 2017,9:00 PM,Washington Wizards,88,Utah Jazz,95,Box Score,,19911,,,-7,,Utah Jazz,Washington Wizards,H
Sat Apr 1 2017,6:00 PM,Orlando Magic,111,Brooklyn Nets,121,Box Score,,15976,,,-10,,Brooklyn Nets,Orlando Magic,H
Sat Apr 1 2017,5:00 PM,Atlanta Hawks,104,Chicago Bulls,106,Box Score,,22019,,,-2,,Chicago Bulls,Atlanta Hawks,H
Sat Apr 1 2017,3:30 PM,Los Angeles Lakers,104,Los Angeles Clippers,115,Box Score,,19060,,,-11,,Los Angeles Clippers,Los Angeles Lakers,H
Sat Apr 1 2017,8:00 PM,Sacramento Kings,123,Minnesota Timberwolves,117,Box Score,,18960,,,6,,Sacramento Kings,Minnesota Timberwolves,V
Sat Apr 1 2017,10:00 PM,Phoenix Suns,117,Portland Trail Blazers,130,Box Score,,18915,,,-13,,Portland Trail Blazers,Phoenix Suns,H
Sun Apr 2 2017,6:00 PM,Atlanta Hawks,82,Brooklyn Nets,91,Box Score,,15040,,,-9,,Brooklyn Nets,Atlanta Hawks,H
Sun Apr 2 2017,6:00 PM,Indiana Pacers,130,Cleveland Cavaliers,135,Box Score,2OT,20562,,,-5,,Cleveland Cavaliers,Indiana Pacers,H
Sun Apr 2 2017,8:00 PM,Washington Wizards,115,Golden State Warriors,139,Box Score,,19596,,,-24,,Golden State Warriors,Washington Wizards,H
Sun Apr 2 2017,3:30 PM,Memphis Grizzlies,103,Los Angeles Lakers,108,Box Score,,18997,,,-5,,Los Angeles Lakers,Memphis Grizzlies,H
Sun Apr 2 2017,6:00 PM,Denver Nuggets,116,Miami Heat,113,Box Score,,19600,,,3,,Denver Nuggets,Miami Heat,V
Sun Apr 2 2017,3:30 PM,Dallas Mavericks,109,Milwaukee Bucks,105,Box Score,,18717,,,4,,Dallas Mavericks,Milwaukee Bucks,V
Sun Apr 2 2017,6:00 PM,Chicago Bulls,117,New Orleans Pelicans,110,Box Score,,18306,,,7,,Chicago Bulls,New Orleans Pelicans,V
Sun Apr 2 2017,1:00 PM,Boston Celtics,110,New York Knicks,94,Box Score,,19812,,,16,,Boston Celtics,New York Knicks,V
Sun Apr 2 2017,3:00 PM,Charlotte Hornets,113,Oklahoma City Thunder,101,Box Score,,18203,,,12,,Charlotte Hornets,Oklahoma City Thunder,V
Sun Apr 2 2017,9:00 PM,Houston Rockets,123,Phoenix Suns,116,Box Score,,17378,,,7,,Houston Rockets,Phoenix Suns,V
Sun Apr 2 2017,3:30 PM,Utah Jazz,103,San Antonio Spurs,109,Box Score,,18418,,,-6,,San Antonio Spurs,Utah Jazz,H
Sun Apr 2 2017,6:00 PM,Philadelphia 76ers,105,Toronto Raptors,113,Box Score,,19800,,,-8,,Toronto Raptors,Philadelphia 76ers,H
Mon Apr 3 2017,7:00 PM,Portland Trail Blazers,109,Minnesota Timberwolves,110,Box Score,,14677,,,-1,,Minnesota Timberwolves,Portland Trail Blazers,H
Tue Apr 4 2017,7:00 PM,Orlando Magic,102,Cleveland Cavaliers,122,Box Score,,20562,,,-20,,Cleveland Cavaliers,Orlando Magic,H
Tue Apr 4 2017,10:30 PM,Minnesota Timberwolves,107,Golden State Warriors,121,Box Score,,19596,,,-14,,Golden State Warriors,Minnesota Timberwolves,H
Tue Apr 4 2017,7:00 PM,Toronto Raptors,90,Indiana Pacers,108,Box Score,,16524,,,-18,,Indiana Pacers,Toronto Raptors,H
Tue Apr 4 2017,8:00 PM,Denver Nuggets,134,New Orleans Pelicans,131,Box Score,,16050,,,3,,Denver Nuggets,New Orleans Pelicans,V
Tue Apr 4 2017,8:00 PM,Chicago Bulls,91,New York Knicks,100,Box Score,,19812,,,-9,,New York Knicks,Chicago Bulls,H
Tue Apr 4 2017,8:00 PM,Milwaukee Bucks,79,Oklahoma City Thunder,110,Box Score,,18203,,,-31,,Oklahoma City Thunder,Milwaukee Bucks,H
Tue Apr 4 2017,7:00 PM,Brooklyn Nets,141,Philadelphia 76ers,118,Box Score,,14580,,,23,,Brooklyn Nets,Philadelphia 76ers,V
Tue Apr 4 2017,10:30 PM,Dallas Mavericks,87,Sacramento Kings,98,Box Score,,17608,,,-11,,Sacramento Kings,Dallas Mavericks,H
Tue Apr 4 2017,8:30 PM,Memphis Grizzlies,89,San Antonio Spurs,95,Box Score,OT,18418,,,-6,,San Antonio Spurs,Memphis Grizzlies,H
Tue Apr 4 2017,9:00 PM,Portland Trail Blazers,87,Utah Jazz,106,Box Score,,19911,,,-19,,Utah Jazz,Portland Trail Blazers,H
Tue Apr 4 2017,7:00 PM,Charlotte Hornets,111,Washington Wizards,118,Box Score,,18614,,,-7,,Washington Wizards,Charlotte Hornets,H
Wed Apr 5 2017,8:00 PM,Cleveland Cavaliers,114,Boston Celtics,91,Box Score,,18624,,,23,,Cleveland Cavaliers,Boston Celtics,V
Wed Apr 5 2017,7:00 PM,Miami Heat,112,Charlotte Hornets,99,Box Score,,17758,,,13,,Miami Heat,Charlotte Hornets,V
Wed Apr 5 2017,7:30 PM,Toronto Raptors,105,Detroit Pistons,102,Box Score,,17578,,,3,,Toronto Raptors,Detroit Pistons,V
Wed Apr 5 2017,8:00 PM,Denver Nuggets,104,Houston Rockets,110,Box Score,,18055,,,-6,,Houston Rockets,Denver Nuggets,H
Wed Apr 5 2017,10:30 PM,Dallas Mavericks,101,Los Angeles Clippers,112,Box Score,,19060,,,-11,,Los Angeles Clippers,Dallas Mavericks,H
Wed Apr 5 2017,8:00 PM,Oklahoma City Thunder,103,Memphis Grizzlies,100,Box Score,,17298,,,3,,Oklahoma City Thunder,Memphis Grizzlies,V
Wed Apr 5 2017,10:00 PM,Golden State Warriors,120,Phoenix Suns,111,Box Score,,18055,,,9,,Golden State Warriors,Phoenix Suns,V
Wed Apr 5 2017,8:30 PM,Los Angeles Lakers,102,San Antonio Spurs,95,Box Score,,18418,,,7,,Los Angeles Lakers,San Antonio Spurs,V
Thu Apr 6 2017,8:00 PM,Boston Celtics,116,Atlanta Hawks,123,Box Score,,18688,,,-7,,Atlanta Hawks,Boston Celtics,H
Thu Apr 6 2017,7:00 PM,Milwaukee Bucks,89,Indiana Pacers,104,Box Score,,17010,,,-15,,Indiana Pacers,Milwaukee Bucks,H
Thu Apr 6 2017,7:30 PM,Washington Wizards,106,New York Knicks,103,Box Score,,19812,,,3,,Washington Wizards,New York Knicks,V
Thu Apr 6 2017,7:00 PM,Brooklyn Nets,107,Orlando Magic,115,Box Score,,18095,,,-8,,Orlando Magic,Brooklyn Nets,H
Thu Apr 6 2017,7:00 PM,Chicago Bulls,102,Philadelphia 76ers,90,Box Score,,15177,,,12,,Chicago Bulls,Philadelphia 76ers,V
Thu Apr 6 2017,10:30 PM,Minnesota Timberwolves,98,Portland Trail Blazers,105,Box Score,,19393,,,-7,,Portland Trail Blazers,Minnesota Timberwolves,H
Fri Apr 7 2017,7:30 PM,Atlanta Hawks,114,Cleveland Cavaliers,100,Box Score,,20562,,,14,,Atlanta Hawks,Cleveland Cavaliers,V
Fri Apr 7 2017,8:30 PM,San Antonio Spurs,102,Dallas Mavericks,89,Box Score,,20133,,,13,,San Antonio Spurs,Dallas Mavericks,V
Fri Apr 7 2017,9:00 PM,New Orleans Pelicans,106,Denver Nuggets,122,Box Score,,16348,,,-16,,Denver Nuggets,New Orleans Pelicans,H
Fri Apr 7 2017,8:00 PM,Detroit Pistons,114,Houston Rockets,109,Box Score,,18055,,,5,,Detroit Pistons,Houston Rockets,V
Fri Apr 7 2017,10:30 PM,Sacramento Kings,94,Los Angeles Lakers,98,Box Score,,18997,,,-4,,Los Angeles Lakers,Sacramento Kings,H
Fri Apr 7 2017,8:00 PM,New York Knicks,88,Memphis Grizzlies,101,Box Score,,17631,,,-13,,Memphis Grizzlies,New York Knicks,H
Fri Apr 7 2017,10:00 PM,Oklahoma City Thunder,99,Phoenix Suns,120,Box Score,,18055,,,-21,,Phoenix Suns,Oklahoma City Thunder,H
Fri Apr 7 2017,7:30 PM,Miami Heat,94,Toronto Raptors,96,Box Score,,19800,,,-2,,Toronto Raptors,Miami Heat,H
Fri Apr 7 2017,9:00 PM,Minnesota Timberwolves,113,Utah Jazz,120,Box Score,,19911,,,-7,,Utah Jazz,Minnesota Timberwolves,H
Sat Apr 8 2017,5:00 PM,Chicago Bulls,106,Brooklyn Nets,107,Box Score,,17732,,,-1,,Brooklyn Nets,Chicago Bulls,H
Sat Apr 8 2017,6:00 PM,Boston Celtics,121,Charlotte Hornets,114,Box Score,,19407,,,7,,Boston Celtics,Charlotte Hornets,V
Sat Apr 8 2017,10:30 PM,New Orleans Pelicans,101,Golden State Warriors,123,Box Score,,19596,,,-22,,Golden State Warriors,New Orleans Pelicans,H
Sat Apr 8 2017,6:00 PM,Indiana Pacers,127,Orlando Magic,112,Box Score,,18846,,,15,,Indiana Pacers,Orlando Magic,V
Sat Apr 8 2017,7:00 PM,Milwaukee Bucks,90,Philadelphia 76ers,82,Box Score,,16301,,,8,,Milwaukee Bucks,Philadelphia 76ers,V
Sat Apr 8 2017,10:00 PM,Utah Jazz,86,Portland Trail Blazers,101,Box Score,,19865,,,-15,,Portland Trail Blazers,Utah Jazz,H
Sat Apr 8 2017,8:30 PM,Los Angeles Clippers,98,San Antonio Spurs,87,Box Score,,18420,,,11,,Los Angeles Clippers,San Antonio Spurs,V
Sat Apr 8 2017,7:00 PM,Miami Heat,106,Washington Wizards,103,Box Score,,20365,,,3,,Miami Heat,Washington Wizards,V
Sun Apr 9 2017,3:30 PM,Cleveland Cavaliers,125,Atlanta Hawks,126,Box Score,OT,18835,,,-1,,Atlanta Hawks,Cleveland Cavaliers,H
Sun Apr 9 2017,5:00 PM,Oklahoma City Thunder,106,Denver Nuggets,105,Box Score,,19718,,,1,,Oklahoma City Thunder,Denver Nuggets,V
Sun Apr 9 2017,9:30 PM,Minnesota Timberwolves,109,Los Angeles Lakers,110,Box Score,,18997,,,-1,,Los Angeles Lakers,Minnesota Timberwolves,H
Sun Apr 9 2017,6:00 PM,Detroit Pistons,103,Memphis Grizzlies,90,Box Score,,16521,,,13,,Detroit Pistons,Memphis Grizzlies,V
Sun Apr 9 2017,12:00 PM,Toronto Raptors,110,New York Knicks,97,Box Score,,19812,,,13,,Toronto Raptors,New York Knicks,V
Sun Apr 9 2017,6:00 PM,Dallas Mavericks,111,Phoenix Suns,124,Box Score,,18055,,,-13,,Phoenix Suns,Dallas Mavericks,H
Sun Apr 9 2017,6:00 PM,Houston Rockets,135,Sacramento Kings,128,Box Score,,17608,,,7,,Houston Rockets,Sacramento Kings,V
Mon Apr 10 2017,7:30 PM,Brooklyn Nets,105,Boston Celtics,114,Box Score,,18624,,,-9,,Boston Celtics,Brooklyn Nets,H
Mon Apr 10 2017,8:00 PM,Orlando Magic,75,Chicago Bulls,122,Box Score,,21545,,,-47,,Chicago Bulls,Orlando Magic,H
Mon Apr 10 2017,8:00 PM,Washington Wizards,105,Detroit Pistons,101,Box Score,,21012,,,4,,Washington Wizards,Detroit Pistons,V
Mon Apr 10 2017,10:30 PM,Utah Jazz,105,Golden State Warriors,99,Box Score,,19596,,,6,,Utah Jazz,Golden State Warriors,V
Mon Apr 10 2017,10:30 PM,Houston Rockets,96,Los Angeles Clippers,125,Box Score,,19163,,,-29,,Los Angeles Clippers,Houston Rockets,H
Mon Apr 10 2017,7:30 PM,Cleveland Cavaliers,121,Miami Heat,124,Box Score,OT,19673,,,-3,,Miami Heat,Cleveland Cavaliers,H
Mon Apr 10 2017,8:00 PM,Charlotte Hornets,79,Milwaukee Bucks,89,Box Score,,18717,,,-10,,Milwaukee Bucks,Charlotte Hornets,H
Mon Apr 10 2017,7:00 PM,Indiana Pacers,120,Philadelphia 76ers,111,Box Score,,14622,,,9,,Indiana Pacers,Philadelphia 76ers,V
Mon Apr 10 2017,10:00 PM,San Antonio Spurs,98,Portland Trail Blazers,99,Box Score,,19393,,,-1,,Portland Trail Blazers,San Antonio Spurs,H
Tue Apr 11 2017,7:30 PM,Charlotte Hornets,76,Atlanta Hawks,103,Box Score,,14205,,,-27,,Atlanta Hawks,Charlotte Hornets,H
Tue Apr 11 2017,8:30 PM,Denver Nuggets,109,Dallas Mavericks,91,Box Score,,20333,,,18,,Denver Nuggets,Dallas Mavericks,V
Tue Apr 11 2017,10:30 PM,New Orleans Pelicans,96,Los Angeles Lakers,108,Box Score,,18997,,,-12,,Los Angeles Lakers,New Orleans Pelicans,H
Tue Apr 11 2017,8:00 PM,Oklahoma City Thunder,100,Minnesota Timberwolves,98,Box Score,,19356,,,2,,Oklahoma City Thunder,Minnesota Timberwolves,V
Tue Apr 11 2017,10:30 PM,Phoenix Suns,104,Sacramento Kings,129,Box Score,,17608,,,-25,,Sacramento Kings,Phoenix Suns,H
Wed Apr 12 2017,8:00 PM,Milwaukee Bucks,94,Boston Celtics,112,Box Score,,18624,,,-18,,Boston Celtics,Milwaukee Bucks,H
Wed Apr 12 2017,8:00 PM,Brooklyn Nets,73,Chicago Bulls,112,Box Score,,21648,,,-39,,Chicago Bulls,Brooklyn Nets,H
Wed Apr 12 2017,8:00 PM,Toronto Raptors,98,Cleveland Cavaliers,83,Box Score,,20562,,,15,,Toronto Raptors,Cleveland Cavaliers,V
Wed Apr 12 2017,10:30 PM,Los Angeles Lakers,94,Golden State Warriors,109,Box Score,,19596,,,-15,,Golden State Warriors,Los Angeles Lakers,H
Wed Apr 12 2017,8:00 PM,Minnesota Timberwolves,118,Houston Rockets,123,Box Score,,18055,,,-5,,Houston Rockets,Minnesota Timberwolves,H
Wed Apr 12 2017,8:00 PM,Atlanta Hawks,86,Indiana Pacers,104,Box Score,,17923,,,-18,,Indiana Pacers,Atlanta Hawks,H
Wed Apr 12 2017,10:30 PM,Sacramento Kings,95,Los Angeles Clippers,115,Box Score,,19060,,,-20,,Los Angeles Clippers,Sacramento Kings,H
Wed Apr 12 2017,8:00 PM,Dallas Mavericks,100,Memphis Grizzlies,93,Box Score,,16274,,,7,,Dallas Mavericks,Memphis Grizzlies,V
Wed Apr 12 2017,8:00 PM,Washington Wizards,102,Miami Heat,110,Box Score,,19963,,,-8,,Miami Heat,Washington Wizards,H
Wed Apr 12 2017,8:00 PM,Philadelphia 76ers,113,New York Knicks,114,Box Score,,19812,,,-1,,New York Knicks,Philadelphia 76ers,H
Wed Apr 12 2017,8:00 PM,Denver Nuggets,111,Oklahoma City Thunder,105,Box Score,,18203,,,6,,Denver Nuggets,Oklahoma City Thunder,V
Wed Apr 12 2017,8:00 PM,Detroit Pistons,109,Orlando Magic,113,Box Score,,19458,,,-4,,Orlando Magic,Detroit Pistons,H
Wed Apr 12 2017,10:30 PM,New Orleans Pelicans,103,Portland Trail Blazers,100,Box Score,,19521,,,3,,New Orleans Pelicans,Portland Trail Blazers,V
Wed Apr 12 2017,9:00 PM,San Antonio Spurs,97,Utah Jazz,101,Box Score,,19911,,,-4,,Utah Jazz,San Antonio Spurs,H
Sat Apr 15 2017,3:00 PM,Indiana Pacers,108,Cleveland Cavaliers,109,Box Score,,20562,,,-1,,Cleveland Cavaliers,Indiana Pacers,H
Sat Apr 15 2017,10:30 PM,Utah Jazz,97,Los Angeles Clippers,95,Box Score,,19060,,,2,,Utah Jazz,Los Angeles Clippers,V
Sat Apr 15 2017,8:00 PM,Memphis Grizzlies,82,San Antonio Spurs,111,Box Score,,18418,,,-29,,San Antonio Spurs,Memphis Grizzlies,H
Sat Apr 15 2017,5:30 PM,Milwaukee Bucks,97,Toronto Raptors,83,Box Score,,20133,,,14,,Milwaukee Bucks,Toronto Raptors,V
Sun Apr 16 2017,6:30 PM,Chicago Bulls,106,Boston Celtics,102,Box Score,,18624,,,4,,Chicago Bulls,Boston Celtics,V
Sun Apr 16 2017,3:30 PM,Portland Trail Blazers,109,Golden State Warriors,121,Box Score,,19596,,,-12,,Golden State Warriors,Portland Trail Blazers,H
Sun Apr 16 2017,9:00 PM,Oklahoma City Thunder,87,Houston Rockets,118,Box Score,,18055,,,-31,,Houston Rockets,Oklahoma City Thunder,H
Sun Apr 16 2017,1:00 PM,Atlanta Hawks,107,Washington Wizards,114,Box Score,,20356,,,-7,,Washington Wizards,Atlanta Hawks,H
Mon Apr 17 2017,7:00 PM,Indiana Pacers,111,Cleveland Cavaliers,117,Box Score,,20562,,,-6,,Cleveland Cavaliers,Indiana Pacers,H
Mon Apr 17 2017,9:30 PM,Memphis Grizzlies,82,San Antonio Spurs,96,Box Score,,18418,,,-14,,San Antonio Spurs,Memphis Grizzlies,H
Tue Apr 18 2017,8:00 PM,Chicago Bulls,111,Boston Celtics,97,Box Score,,18624,,,14,,Chicago Bulls,Boston Celtics,V
